,Student_ID,Subject,Assignment_Name,Due_Date,Status,Grade_Feedback,Guardian_Signature
439,S07481,Science,Natural plan.,2024-11-22,✔,C, 
440,S07715,History,Foreign leader various especially.,12/14/2024,✔,F, 
441,S00493,English,I tell.,2024-12-08,pending,C, 
442,S02902,English,Dream chair.,2024-12-31,pending,A+,Yes
443,S06472,Math,Model himself environment most.,2024-12-24,✔,B-, 
444,S11846,Math,Until arrive growth.,09/12/2024,pending,B-,No
445,S08832,Science,Design onto letter.,10/14/2024,✔,A+,Yes
446,S07964,Geography,Your call.,12/08/2024,❌,F,Yes
447,S09077,Math,Prepare must perform.,2025-02-08,pending,A+,Yes
448,S01018,History,Record year carry.,2024-10-05,pending,D,No
449,S07659,History,Identify skin purpose.,2024-12-26,✔,C-,Yes
450,S11004,Geography,Car.,2024-12-17,✔,A,Yes
451,S01237,Math,Oil hear north.,2025-02-04, ✔ ,C,No
452,S01395,Science,Carry be again wear.,2025-03-08,❌,D,Yes
453,S00079,Math,Here matter since.,2024-10-02,❌,D, 
454,S00244,English,Son along.,2024-09-10, ✔ ,B,No
455,S03773,Science,Civil various.,2025-02-13,❌,C,No
456,S00515,Geography,Keep determine trade.,2024-10-25,❌,D,No
457,S11309,Science,Court treatment.,2025-01-07, ✔ ,D, 
458,S10264,English,Face heart prepare.,11/21/2024,❌,B,Yes
459,S07787,Math,Many remain try according.,2024-11-19,✔,B-,No
460,S06903,Science,Dark leg memory.,2025-02-25,✔,A, 
461,S08661,Math,Section identify politics human.,2024-12-04,❌,A, 
462,S03020,Science,Huge pass tend.,01/27/2025,✔,C,Yes
463,S09222,History,Wind.,2024-12-31,❌,C-, 
464,S10652,Science,Himself key.,2024-11-27,❌,A+,Yes
465,S03184,Arabic,Eight visit sometimes.,2024-11-28,❌,C-,Yes
466,S05384,English,Show sell.,2024-10-13,✔,C,Yes
467,S03436,Arabic,Big those.,2024-09-28, ✔ ,C-,No
468,S01838,Science,Of join along.,2025-01-30,❌,F,No
469,S11808,History,Affect ask.,2024-11-30,❌,B,Yes
470,S03745,History,Firm resource.,2025-01-24,✔,A+,Yes
471,S11126,Arabic,Up mean financial here.,2025-01-05, ✔ ,A, 
472,S04130,Geography,Believe avoid identify.,03/03/2025,✔,C-,Yes
473,S09752,Geography,Weight record.,2024-11-20,✔,D, 
474,S05986,History,Role face manage.,2025-01-23, ✔ ,A+,No
475,S08041,Geography,Less hard population.,2024-12-11, ✔ ,C-,Yes
476,S09766,Math,Song discuss.,2024-11-05,✔,C, 
477,S08284,Arabic,Investment how memory she.,2025-01-05,❌,D,No
478,S08628,Math,Gas.,2024-11-26, ✔ ,A,Yes
479,S00235,English,Program peace career.,2025-01-29,❌,D,Yes
480,S07297,English,There.,2024-10-05,❌,B,Yes
481,S11539,Geography,Table Democrat.,2025-02-05,pending,A,Yes
482,S06736,English,Raise ball already.,2024-11-13,❌,C-, 
483,S02652,English,Wife.,2025-01-29,❌,A, 
484,S11010,Geography,Democratic few.,2024-10-13, ✔ ,A+, 
485,S12025,Geography,Build machine hundred.,2024-09-25,❌,A+, 
486,S10396,History,Gun.,2024-09-29,✔,B-,Yes
487,S02598,Math,Natural analysis lot.,2025-01-23,✔,B,Yes
488,S06712,English,Bank small.,2024-10-17,❌,A+, 
489,S10841,Arabic,Until.,2024-11-15,pending,A,No
490,S00612,Science,Produce support.,12/27/2024,❌,C, 
491,S03546,Science,Build back.,10/02/2024,❌,B-,No
492,S07504,Math,Authority dark.,12/25/2024, ✔ ,B-, 
493,S04155,Math,Find particularly indeed be.,2024-10-20,✔,C, 
494,S04012,Arabic,Indeed mind Mrs.,2024-10-12,✔,A,Yes
495,S02691,English,Stop speak.,2025-01-18,pending,A+, 
496,S09740,Geography,Small Mrs state table.,2024-11-06,❌,B,Yes
497,S07572,Geography,Both attack.,2024-09-15,✔,A,Yes
498,S05774,English,Past reduce assume.,2025-02-21,✔,D, 
499,S03950,Science,Usually writer yard.,01/20/2025,✔,B, 
500,S00734,Math,Professor through.,2024-10-12,pending,A+,No
501,S11678,Science,Option run drug.,2024-10-11,✔,A+,Yes
502,S11739,Arabic,All dog talk.,2024-12-02,✔,B-,Yes
503,S07502,Geography,Business quickly health.,2025-01-17,❌,A,No
504,S11133,Geography,Surface.,2024-11-08,✔,A+, 
505,S00692,Geography,Professor.,2025-02-27,❌,B,Yes
506,S09010,Math,Seven control.,2025-02-21,✔,C,Yes
507,S07324,Math,Form after wide.,2025-03-05,pending,C, 
508,S02200,Math,Like agent.,2025-03-08,pending,C-,No
509,S11741,Geography,Rise security yes.,2024-10-17,✔,A+, 
510,S02569,Math,Choice us.,2025-02-04, ✔ ,F,Yes
511,S11089,History,Test size.,2024-12-25,❌,B, 
512,S04526,History,Job impact.,2024-11-21, ✔ ,C,Yes
513,S11842,Math,Development.,2025-01-20,pending,A,Yes
514,S03481,History,Performance eye.,2024-12-31, ✔ ,A, 
515,S04045,Arabic,Ok various.,10/02/2024,❌,A,Yes
516,S04580,Science,Ground perform firm meeting.,2024-10-06,✔,C-, 
517,S11316,History,See.,2024-12-14,✔,C-,No
518,S09232,Geography,Feel concern opportunity.,01/24/2025,❌,C-,Yes
519,S03999,Arabic,Half continue fish.,2024-12-17, ✔ ,B-, 
520,S11234,Geography,Seek note a.,09/22/2024,❌,D,No
521,S03452,English,Attack chair voice.,2024-12-08,❌,F,No
522,S09636,Geography,Remain here participant.,2024-10-05,❌,F,No
523,S09577,Arabic,Professor ground.,03/06/2025,❌,B,Yes
524,S03242,Arabic,Own despite.,01/14/2025,❌,A+,Yes
525,S00963,English,Partner provide.,2024-11-02,✔,B-, 
526,S07038,Geography,Minute recently impact.,2024-12-03,✔,F,Yes
527,S07962,English,Place every idea operation.,2024-09-28,❌,A, 
528,S02026,History,Agent public.,2025-02-06,✔,F,Yes
529,S01616,English,Action hard.,2025-02-09,pending,A+,Yes
530,S06309,Math,Left.,2025-01-25,❌,B,Yes
531,S04172,Math,Section move.,2024-09-13,❌,B, 
532,S07680,Geography,Environmental.,2024-10-28,pending,C-,No
533,S05298,History,Project citizen.,01/20/2025,❌,A,No
534,S07765,Geography,Better audience responsibility detail.,09/18/2024,❌,A,No
535,S00460,English,Trouble former.,2025-03-06,pending,A+,No
536,S09136,Science,Stage imagine discuss.,09/25/2024,❌,B-, 
537,S11239,Science,Method.,12/15/2024,❌,D,Yes
538,S08832,Math,She.,2025-02-05,❌,F,Yes
539,S06242,History,Official three west.,2024-11-25,❌,A,No
540,S04831,Arabic,Hope toward.,2024-09-16, ✔ ,C-, 
541,S08039,English,Image thank key.,2024-10-14,❌,C-, 
542,S05835,Arabic,Year person attack.,11/20/2024, ✔ ,F,No
543,S03394,English,To one.,2025-01-27,✔,A+, 
544,S06292,Math,Hold dinner air allow.,2024-11-07, ✔ ,B-,Yes
545,S04737,Geography,Call follow finally.,2024-10-27, ✔ ,C,Yes
546,S08735,Science,Wait toward everybody.,10/14/2024, ✔ ,C-,Yes
547,S04497,Arabic,Happy artist them.,2024-10-19,✔,B,Yes
548,S02525,Geography,Particularly policy.,2024-09-27,❌,B-,No
549,S00897,Geography,Dark avoid success.,2024-09-20,✔,B-,No
550,S02797,Geography,Foreign more true.,2025-03-09,pending,F,No
551,S01685,Geography,Drop century national.,2024-10-04,✔,A,Yes
552,S08965,English,Challenge for could.,01/18/2025,❌,A, 
553,S05447,Science,With section new.,2024-12-12,✔,C,Yes
554,S03721,History,Ever director.,2025-01-30,❌,C-,No
555,S02896,Math,Available your.,2025-03-05,✔,F,Yes
556,S03596,Math,Third feel read.,2024-10-01,pending,C,Yes
557,S06804,Geography,Seek world last.,01/30/2025,❌,C-,No
558,S03039,English,Avoid modern.,12/07/2024,✔,B-,No
559,S01978,English,World they.,2025-01-28,✔,A+, 
560,S10294,English,Decision station air discover.,2024-12-17,✔,D,Yes
561,S10467,Math,Seven opportunity.,2024-10-27,✔,C,Yes
562,S07430,History,Third weight.,2024-11-26,❌,C-, 
563,S09923,Geography,Per our character.,2025-02-10,pending,C-,No
564,S01991,Math,Course.,02/24/2025,✔,F,No
565,S01741,Arabic,Learn imagine.,2024-10-24,❌,F,No
566,S02631,English,Another class home.,2025-01-21,✔,D,No
567,S10329,Math,Build in.,2025-02-15,✔,F, 
568,S08151,Math,How rate.,2024-10-17,❌,D,Yes
569,S04950,English,Interest guess series.,2024-11-20,❌,F, 
570,S07866,History,Where coach.,09/25/2024,✔,B-,Yes
571,S10220,Math,Behind around cause together.,2025-01-08, ✔ ,F,Yes
572,S04722,History,Knowledge Democrat teacher where.,2024-09-16, ✔ ,C, 
573,S01922,History,Control star team thus.,2024-10-17,❌,D, 
574,S06014,Math,Live during.,2024-10-15,✔,B-, 
575,S10851,English,Nice true.,2024-11-12,pending,F, 
576,S04849,Math,Too fund second.,02/15/2025,✔,D,No
577,S09392,Science,None few time.,11/13/2024,✔,B-, 
578,S06071,Arabic,Each.,12/30/2024,pending,A,Yes
579,S01243,Science,Site become.,2025-01-26,❌,F,Yes
580,S05433,Arabic,Red response subject.,2024-12-03,✔,F, 
581,S09446,Math,Expect reach.,02/19/2025,❌,C-,No
582,S09269,History,Wish challenge.,12/03/2024,✔,B-,No
583,S03417,English,Management million account yard.,2024-12-05, ✔ ,A,No
584,S06962,Geography,Because cost.,01/20/2025,❌,C-,No
585,S12039,Geography,Easy world home.,2025-01-14, ✔ ,B,No
586,S07400,Geography,Pressure finish expert.,2024-12-23,❌,A, 
587,S11658,History,Republican simple.,2025-02-15,❌,C-, 
588,S03334,History,Level throughout.,2025-02-19,✔,C, 
589,S06404,Arabic,Month little.,2024-12-24, ✔ ,A+,No
590,S10452,Science,Room according write.,2024-09-28,✔,C,Yes
591,S02125,Math,Four them hear.,2024-09-08,pending,D,No
592,S05494,Arabic,Listen fill.,2025-01-14,✔,D, 
593,S03286,History,Imagine or idea.,2024-12-12,❌,C-, 
594,S06436,Arabic,Stay be mission.,02/08/2025,✔,A,No
595,S08415,Science,Tend friend especially human.,2024-11-04,❌,A+,Yes
596,S03642,Science,Positive.,10/12/2024,❌,A, 
597,S04672,Geography,Indicate why.,2024-11-03,❌,B, 
598,S07611,History,Control director.,2025-01-12,❌,A, 
599,S08738,English,Movie she.,2024-12-09,❌,B, 
600,S11241,Math,My be player.,2024-12-03,❌,C,Yes
601,S04703,Science,Perform can second.,2024-10-13, ✔ ,B, 
602,S03211,Geography,Let scene.,2024-11-30,❌,B-,Yes
603,S00931,English,Floor relationship.,2025-03-06,pending,B,No
604,S11434,Science,Firm.,02/03/2025, ✔ ,B-, 
605,S02700,Geography,Nearly open.,02/22/2025,✔,A+, 
606,S07475,Arabic,Close offer.,2025-01-12,✔,A,Yes
607,S05740,English,Behind security.,2024-10-10, ✔ ,C-,Yes
608,S08128,Arabic,Should quite traditional.,12/20/2024, ✔ ,C-,No
609,S11792,Science,Thus central develop.,2024-11-28,✔,D, 
610,S02907,Arabic,Old indeed maintain.,2025-02-18, ✔ ,C,Yes
611,S07240,English,Charge service authority.,2024-12-01,pending,B, 
612,S04458,English,Official market painting.,2024-11-13,pending,F, 
613,S10043,Science,Not affect sea.,2025-03-03,✔,C,No
614,S02978,Geography,Myself true thing weight.,2024-11-01,✔,B, 
615,S10632,Geography,Film type night.,2024-09-19,❌,A,No
616,S05313,Geography,Summer guy knowledge.,2025-02-02, ✔ ,D,No
617,S10702,Arabic,Receive each development.,2024-10-14,❌,C, 
618,S09699,Science,Somebody small.,10/04/2024,✔,A, 
619,S05896,History,Economic final new.,2025-01-28,❌,A,No
620,S11751,English,Center speech hundred.,2024-09-11,✔,A,Yes
621,S08392,History,Card table.,2024-11-21,❌,B,No
622,S03533,Geography,Within student hear.,2025-02-09,pending,C-, 
623,S08089,Arabic,Onto ok.,12/26/2024,❌,F,Yes
624,S01498,Arabic,State.,2024-09-24,✔,D,No
625,S10939,English,Much house happy.,2024-12-18, ✔ ,C-,Yes
626,S08116,Geography,Many personal matter.,01/01/2025,✔,C-,Yes
627,S05201,Math,Suggest.,2024-09-21,❌,D, 
628,S02986,Math,Share official strong.,2025-02-09,✔,C, 
629,S09692,English,Room leader upon.,2024-11-05,❌,A+,No
630,S08248,Geography,Mission art beautiful.,2024-12-28,❌,B, 
631,S00930,Science,Certain.,2025-02-12,pending,F,No
632,S07738,Science,Rather something.,11/07/2024,✔,A+,Yes
633,S02761,Arabic,Weight a.,2025-01-19,✔,A+,No
634,S11804,Math,Indeed fall.,2024-11-20,✔,D, 
635,S03236,Arabic,Night walk.,2025-01-20,pending,A+,No
636,S10891,Arabic,Security pull.,2024-12-16,pending,A+,Yes
637,S08847,Science,Be statement hotel.,2024-11-01,✔,A,Yes
638,S04398,Geography,Performance other animal such.,2024-09-29,✔,B,Yes
639,S11825,Arabic,Drug ball positive.,2024-12-31,❌,A, 
640,S02093,Math,Keep focus writer.,2024-11-04,pending,A+,No
641,S06087,Geography,Wide interesting soon.,2025-01-27,✔,C-,No
642,S05363,History,Together family.,2024-12-29,❌,C-,No
643,S01307,Math,Government life many scene.,2024-12-27,❌,B-, 
644,S06246,English,Long although cost.,2024-10-11,❌,A+, 
645,S12096,English,Moment.,2025-02-12,pending,B, 
646,S09719,History,Start newspaper blue.,2024-11-28, ✔ ,F,No
647,S07100,English,Campaign pretty.,2024-11-14,❌,B,Yes
648,S04884,Science,Page ball center.,2024-11-21, ✔ ,A,No
649,S10924,English,Theory team song.,10/30/2024,✔,A,Yes
650,S09790,Math,Feel technology.,2024-09-25,✔,D,No
651,S09814,Geography,Stock work.,2025-02-07,✔,C-,No
652,S07858,English,Food agency.,2025-01-29, ✔ ,B, 
653,S04641,Math,Hotel win candidate.,2024-12-31,pending,A+, 
654,S08334,Arabic,Data safe left.,2024-12-25,pending,F, 
655,S02326,History,Democratic none fine.,2024-12-31,✔,D, 
656,S06331,Geography,Machine soon.,2024-12-09,pending,B,No
657,S10138,History,Woman government.,2024-11-17,✔,A,No
658,S10953,Geography,Country large include.,2024-12-16,❌,B,No
659,S08572,Math,Discussion quite.,12/09/2024,pending,B-,Yes
660,S02955,English,Peace central after.,2024-09-12,❌,B-,No
661,S09615,Science,Data control.,2025-02-16,✔,F,No
662,S09969,Geography,Without reveal economic.,2024-09-09,✔,C-,Yes
663,S00906,Geography,Think produce.,2024-10-16,❌,B-, 
664,S09028,History,Action far.,2025-01-09,pending,A+, 
665,S06849,History,Wonder him media.,2025-02-03,pending,B,Yes
666,S09916,Math,Song American billion.,01/30/2025, ✔ ,D,Yes
667,S00449,Arabic,Get produce.,11/07/2024,✔,B-,Yes
668,S09447,Arabic,Theory some hour want.,2024-12-27,❌,B,No
669,S11750,Geography,Member hope total front.,2024-11-08,pending,C,Yes
670,S11663,Science,Indeed turn every.,2024-12-02,✔,F,Yes
671,S01372,Math,Throughout structure.,2024-10-30,❌,C-,No
672,S12104,Geography,Idea feeling analysis.,2024-09-29, ✔ ,C, 
673,S01746,Math,Item guess.,01/21/2025,✔,C-,No
674,S04388,Arabic,Community single artist.,2025-01-19,✔,A+,Yes
675,S00521,English,Word cover three.,09/19/2024, ✔ ,C,No
676,S12065,Math,In.,01/21/2025,✔,B, 
677,S07262,Math,Administration issue music.,2024-11-18,❌,A,Yes
678,S03513,Geography,Model generation land.,09/26/2024,✔,A,Yes
679,S10457,History,Court condition.,2024-10-16, ✔ ,D, 
680,S01269,English,Trouble radio owner appear.,2024-10-10,✔,D,No
681,S08881,Arabic,Data yard.,2024-12-31,❌,A+,Yes
682,S05510,History,Year over.,2024-11-19, ✔ ,C-,No
683,S01309,History,She space nothing.,2024-11-19,✔,B-,No
684,S04384,Math,School task prevent.,2024-10-10,❌,C-, 
685,S05332,Math,Hot school improve.,2024-12-22,❌,B, 
686,S01778,English,Choose.,2024-10-21,✔,B, 
687,S04612,History,Surface star thought.,2025-01-09,❌,C-,Yes
688,S11476,Geography,Section industry society.,2024-11-04,pending,A+,No
689,S07498,English,Nature really wear concern.,2024-09-18, ✔ ,B-, 
690,S03388,Math,Include room reach.,2024-10-21,✔,C-, 
691,S09594,Geography,Argue however generation.,2024-10-22,❌,C-, 
692,S01015,History,Rise ask nature.,02/14/2025,pending,B-,No
693,S00014,Science,Season deal hair.,2024-12-08,✔,C-,No
694,S02680,Math,Soon generation.,2024-10-18,✔,C,Yes
695,S08161,Arabic,Role where spend natural.,2025-02-11,✔,A+,Yes
696,S09366,Arabic,Use trip impact.,2024-09-13,❌,A+,Yes
697,S05778,Science,Speak home.,2024-12-02,✔,A+,No
698,S07960,Science,Interest meeting.,2024-12-01,✔,C,Yes
699,S10676,Science,Travel send.,2025-01-16,✔,B,No
700,S07693,Science,Have player training.,2024-11-24,❌,A, 
701,S00467,Geography,Value air situation.,2025-02-05,❌,B-,No
702,S07077,Math,Member sister could.,2025-02-16,❌,B-,Yes
703,S07080,English,Window require.,2025-02-21,✔,F, 
704,S11971,Math,Stay director detail.,2025-02-24,✔,B-,No
705,S03648,Math,Opportunity cold.,2025-01-19,pending,C,No
706,S04549,Geography,Knowledge player.,10/29/2024,✔,B-,No
707,S03925,Science,Central throw.,2025-01-01, ✔ ,B,No
708,S06103,English,Best everyone.,2024-11-15,✔,D,No
709,S00337,Arabic,Window strong analysis.,01/04/2025,✔,C-,Yes
710,S00715,English,Throughout have very.,2025-02-25,✔,A,Yes
711,S09214,History,New ability especially.,2025-01-31,✔,A,No
712,S07547,Math,Charge especially become.,2024-09-08,❌,B,Yes
713,S09126,Geography,Hear mean.,2024-10-12,❌,A+,No
714,S00751,History,Parent program record.,2024-09-24,❌,C-,No
715,S01294,Science,Him bag realize.,2024-12-22,✔,B, 
716,S01386,Math,Enter enough or daughter.,2025-01-21,pending,C-,Yes
717,S10800,Math,Side.,2024-09-20, ✔ ,A,No
718,S09650,Geography,Beautiful write force.,10/18/2024,❌,B,Yes
719,S04144,Arabic,International.,2024-10-18,✔,D,Yes
720,S05196,Geography,Every operation his.,2024-12-11,pending,A+, 
721,S11801,Geography,Theory popular still.,2025-03-01,✔,A,Yes
722,S07825,Geography,Prepare strategy.,2025-01-12,pending,F, 
723,S06917,English,Seven some realize young.,2024-12-17,❌,C-,Yes
724,S08743,Science,Both exactly wall.,2024-10-27,✔,A,Yes
725,S04339,English,Food feel.,10/09/2024,✔,C-, 
726,S01538,Math,Worker specific leave serious.,2024-12-17,pending,C-,Yes
727,S06407,English,Fight treatment professor.,12/09/2024,❌,C-,Yes
728,S05690,Math,No.,09/23/2024,pending,C-,No
729,S11521,Geography,Report debate.,2024-09-10,✔,A+, 
730,S08576,English,Child color.,2024-11-18,pending,A,Yes
731,S06603,Science,Ten member.,2025-02-20,✔,F, 
732,S04520,Geography,Remain understand.,2025-01-15,pending,F,Yes
733,S10408,History,Traditional state.,02/17/2025,pending,C,No
734,S05777,Arabic,Perform low American.,2024-09-08,pending,A+, 
735,S07496,Geography,After return.,2024-09-13,❌,C,No
736,S02977,History,Wife.,2024-11-27,✔,A+, 
737,S11466,History,Lay less.,11/06/2024, ✔ ,B,Yes
738,S09037,Math,Claim would.,10/24/2024,✔,B-,Yes
739,S09840,English,Hard few state whom.,2024-10-04,✔,C, 
740,S04617,Arabic,Should yourself to.,2025-02-07,✔,C,No
741,S10765,Math,Myself break energy.,2024-11-30,✔,A,Yes
742,S05852,History,Contain participant situation.,2024-09-20,✔,B,No
743,S09521,Math,Support.,09/08/2024,✔,A+, 
744,S06679,Science,Dog television.,2024-11-18, ✔ ,B,No
745,S02176,Science,Author line.,2024-09-11,✔,C-,Yes
746,S09089,Arabic,Mind father.,2024-10-03, ✔ ,C, 
747,S06659,Arabic,Author agent future.,11/25/2024,❌,A,No
748,S00870,History,Indicate summer feeling.,2024-10-09,✔,B,No
749,S01709,History,Door hotel art.,2024-10-22,❌,F,Yes
750,S09791,Math,Base.,2024-11-14, ✔ ,C-,Yes
751,S06399,History,Lawyer.,2024-09-09,pending,D,No
752,S07772,Math,Body door western.,09/27/2024,✔,C-,No
753,S04685,English,Answer.,2024-12-15,pending,D,Yes
754,S01138,Arabic,Pull.,2024-09-15, ✔ ,B,Yes
755,S02350,Arabic,Whom usually.,2025-02-07,❌,D, 
756,S00244,Arabic,Serve simply movie.,11/30/2024,pending,D,No
757,S11241,Science,Much grow give.,2025-03-03,✔,A, 
758,S07826,Science,Million report reality.,2025-02-14,pending,B,No
759,S05399,Arabic,Week establish artist.,2024-11-15,pending,A, 
760,S08103,Arabic,Teach history floor.,2024-11-08,❌,D,No
761,S11767,History,Light task.,02/01/2025,❌,C,Yes
762,S01805,Science,Democrat trip window.,01/05/2025, ✔ ,C,No
763,S01760,Math,Yeah leg.,11/25/2024,❌,D, 
764,S03279,History,Make recognize.,2024-11-06,pending,A+,No
765,S10176,History,News government.,2025-01-09,✔,A+, 
766,S09858,Geography,Little story.,2024-10-22, ✔ ,F,No
767,S06894,Geography,Teach behavior attorney song.,2024-11-02,pending,A,Yes
768,S08603,Math,Agree director.,2024-10-30,✔,A+,Yes
769,S06028,Science,Field hard relate step.,2024-10-15, ✔ ,B, 
770,S03490,Geography,Generation cover.,2024-11-25,pending,B,No
771,S04104,Math,Try painting worry.,2024-12-19,❌,D,Yes
772,S07009,Geography,Too measure later.,2024-11-30,✔,B-,No
773,S05028,English,General enjoy.,2025-02-18,✔,A+,Yes
